Region ID,Region name (English),Subregion ID,Latitude,Longitude,Japanese name,English name,German name,French name,Spanish name,Italian name,Dutch name
,,2,27.416667,85.033333,第三州,Province No. 3,Provinz Nr. 3,Province n°3,Provincia N.º 3,Provincia N. 3,Provincie 3
,,3,26.454167,87.279722,第一州,Province No. 1,Provinz Nr. 1,Province n°1,Provincia N.º 1,Provincia N. 1,Provincie 1
,,4,26.728611,85.925,第二州,Province No. 2,Provinz Nr. 2,Province n°2,Provincia N.º 2,Provincia N. 2,Provincie 2
,,5,27.7,83.466,第五州,Province No. 5,Provinz Nr. 5,Province n°5,Provincia N.º 5,Provincia N. 5,Provincie 5
,,6,28.263889,83.972222,ガンダキ・プラデーシュ州,Gandaki Pradesh,Provinz Gandaki,Gandaki Pradesh,Provincia de Gandaki,Gandaki,Gandaki
,,7,28.6,81.633333,カルナリ・プラデーシュ州,Karnali Pradesh,Provinz Karnali,Karnali Pradesh,Provincia de Karnali,Karnali,Karnali
,,8,28.91,80.59,スドゥパシュチム・プラデーシュ州,Sudurpashchim Pradesh,Provinz Sudurpashchim,Sudurpashchim Pradesh,Provincia de Sudurpashchim,Sudurpashchim,Sudurpashchim
134,Vietnam,1,0,0,ベトナム,Vietnam,Vietnam,Viêt Nam,Vietnam,Vietnam,Vietnam
,,2,21.028333,105.854167,紅河デルタ,Red River Delta,Delta des Roten Flusses,Delta du fleuve Rouge,Región del Delta del Río Rojo,Delta del fiume Rosso,Rode Rivierdelta
,,3,13.983333,108,中部高原,Central Highlands,Zentrales Hochland,Montagnes centrales,Región del Altiplano Central,Tay Nguyen,Centrale Hooglanden
,,4,10.467222,105.630278,メコンデルタ,Mekong Delta,Mekongdelta,Delta du Mékong,Región del Delta del Río Mekong,Delta del Mekong,Mekongdelta
,,5,19.8075,105.776389,北中部,North Central Coast,Nördlich-zentraler Landesteil,Côte centrale du Nord,Región de la Costa Central del Norte,Bac Trung Bo,Noordelijk Centrale
,,6,21.266667,106.2,東北部,Northeast,Nordosten,Nord-est,Región Nordeste,Dong Bac,Noordoostelijke
,,7,21.327034,103.914129,西北部,Northwest,Nordwesten,Nord-ouest,Región Noroeste,Tay Bac,Noordwestelijke
,,8,13.766667,109.233333,南中部,South Central Coast,Südlich-zentraler Landesteil,Côte centrale du Sud,Región de la Costa Central del Sur,Nam Trung Bo,Zuidelijke Centrale
,,9,10.8,106.65,東南部,Southeast,Südosten,Sud-Est,Región Sureste,Dong Nam Bo,Zuid Oost
135,North Korea,1,0,0,北朝鮮,North Korea,Nordkorea,Corée du Nord,Corea del Norte,Corea del Nord,Noord-Korea
,,2,39.019444,125.738056,平壌,Pyongyang,Pjöngjang,Pyongyang,Pionyang,Pyongyang,Pyongyang
,,3,40.966667,126.6,慈江道,Chagang Province,Chagang-do,Jagang,Provincia de Chagang,Chagang,Chagang-do
,,4,39.1475,127.446111,江原道,Kangwon Province,Kangwon-do,Kangwon,Provincia de Kangwon,Kangwon,Kangwon-do
,,5,41.783333,129.766667,咸鏡北道,North Hamgyong Province,Hamgyong-pukto,Hamgyong du Nord,Provincia de Hamgyong del Norte,Hamgyong Settentrionale,Hamgyong-pukto
,,6,38.50778,125.75444,黄海北道,North Hwanghae Province,Hwanghae-pukto,Hwanghae du Nord,Provincia de Hwanghae del Norte,Hwanghae Settentrionale,Hwanghae-pukto
,,7,40.1,124.4,平安北道,North Pyongan Province,Pyongan-pukto,Pyongan du Nord,Provincia de Pyongan del Norte,Pyongan Settentrionale,Pyongan-pukto
,,8,42.33999864,130.3839985,羅先特別市,Rason,Rason,Rason,Rason,Rason,Rason
,,9,41.4,128.183333,両江道,Ryanggang Province,Ryanggang-do,Ryanggang,Provincia de Ryanggang,Ryanggang,Ryanggang-do
,,10,39.9125,127.535556,咸鏡南道,South Hamgyong Province,Hamgyong-namdo,Hamgyong du Sud,Provincia de Hamgyong del Sur,Hamgyong Meridionale,Hamgyong-namdo
,,11,38.05,125.716667,黄海南道,South Hwanghae Province,Hwanghae-namdo,Hwanghae du Sud,Provincia de Hwanghae del Sur,Hwanghae Meridionale,Hwanghae-namdo
,,12,39.249999,125.8499966,平安南道,South Pyongan Province,Pyongan-namdo,Pyongan du Sud,Provincia de Pyongan del Sur,Pyongan Meridionale,Pyongan-namdo
136,South Korea,1,0,0,韓国,South Korea,Südkorea,Corée du Sud,Corea del Sur,Corea del Sud,Zuid-Korea
,,2,37.5,127,ソウル特別市,Seoul-teukbyeolsi,Seoul,Séoul,Seúl,Seoul,Seoul
,,3,35.08333333,129.0333333,プサン広域市,Busan-gwangyeoksi,Busan,Pusan,Busán,Busan,Busan
,,4,35.85,128.5833333,テグ広域市,Daegu-gwangyeoksi,Daegu,Daegu,Daegu,Daegu,Daegu
,,5,37.5,126.6333333,インチョン広域市,Incheon-gwangyeoksi,Incheon,Incheon,Inchon,Incheon,Incheon
,,6,35.11666667,126.8666667,クァンジュ広域市,Gwangju-gwangyeoksi,Gwangju,Gwangju,Gwangju,Gwangju,Gwangju
,,7,36.35,127.4333333,テジョン広域市,Daejeon-gwangyeoksi,Daejeon,Daejeon,Daejeon,Daejeon,Daejeon
,,8,35.51666667,129.3666667,ウルサン広域市,Ulsan-gwangyeoksi,Ulsan,Ulsan,Ulsan,Ulsan,Ulsan
,,9,37.5,127,キョンギ道,Gyeonggi-do,Gyeonggi-do,Gyeonggi,Gyeonggi,Gyeonggi-do,Gyeonggi-do
,,10,37.93333333,127.7666667,カンウォン道,Gangwon-do,Gangwon-do,Gangwon,Gangwon,Gangwon-do,Gangwon-do
,,11,36.96666667,127.8833333,チュンチョンブク道,Chungcheongbuk-do,Chungcheongbuk-do,Chungcheong du Nord,Chungcheong del Sur,Chungcheongbuk-do,Noord-Chungcheong
,,12,36.35,127.4333333,チュンチョンナム道,Chungcheongnam-do,Chungcheongnam-do,Chungcheong du Sud,Chungcheong del Norte,Chungcheongnam-do,Zuid-Chungcheong
,,13,35.85,127.0833333,チョルラブク道,Jeollabuk-do,Jeollabuk-do,Jeolla du Nord,Jeolla del Norte,Jeollabuk-do,Noord-Jeolla
,,14,35.11666667,126.8666667,チョルラナム道,Jeollanam-do,Jeollanam-do,Jeolla du Sud,Jeolla del Sur,Jeollanam-do,Zuid-Jeolla
,,15,35.85,128.5833333,キョンサンブク道,Gyeongsangbuk-do,Gyeongsangbuk-do,Gyeongsang du Nord,Gyeongsang del Norte,Gyeongsangbuk-do,Noord-Gyeongsang
,,16,35.3,128.65,キョンサンナム道,Gyeongsangnam-do,Gyeongsangnam-do,Gyeongsang du Sud,Gyeongsang del Sur,Gyeongsangnam-do,Zuid-Gyeongsang
,,17,33.51666667,126.5333333,チェジュ特別自治道,Jeju-teukbyeoljachido,Jeju-do,Jeju,Jeju,Provincia Speciale autogovernata di Jeju,Jeju-do
137,Bangladesh,1,0,0,バングラデシュ,Bangladesh,Bangladesch,Bangladesh,Bangladés,Bangladesh,Bangladesh
,,2,23.763889,90.388889,ダッカ管区,Dhaka Division,Dhaka,Dhâkâ,División de Daca,Divisione di Dacca,Dhaka
,,3,22.8,90.5,バリサル管区,Barisal Division,Barishal,Barisâl,División de Barisal,Divisione di Barisal,Barisal
,,4,22.366667,91.8,チッタゴン管区,Chittagong Division,Chittagong,Chittagong,División de Chittagong,Divisione di Chittagong,Chittagong
,,5,22.82,89.55,クルナ管区,Khulna Division,Khulna,Khulna,División de Khulna,Divisione di Khulna,Khulna
,,6,24.753889,90.403056,マイメンシン管区,Mymensingh Division,Maimansingh,Mymensingh,División de Mymensingh,Divisione di Mymensingh,Mymensingh
,,7,24.366667,88.6,ラジシャヒ管区,Rajshahi Division,Rajshahi,Râjshâhî,División de Rajshahi,Divisione di Rajshahi,Rajshahi
,,8,25.56,89.25,ロンプール管区,Rangpur Division,Rangpur,Rangpur,División de Rangpur,Divisione di Rangpur,Rangpur
,,9,24.9,91.866667,シレット管区,Sylhet Division,Sylhet,Sylhet,División de Sylhet,Divisione di Sylhet,Sylhet
138,Bhutan,1,0,0,ブータン,Bhutan,Bhutan,Bhoutan,Bután,Bhutan,Bhutan
,,2,27.472222,89.636111,ティンプー県,Thimphu District,Thimphu,Thimphou,Distrito de Timbu,Distretto di Thimphu,Thimphu
,,3,27.55,90.733333,ブムタン県,Bumthang District,Bumthang,Bumthang,Distrito de Bumthang,Distretto di Bumthang,Bumthang
,,4,27.066667,89.583333,チュカ県,Chukha District,Chukha,Chukha,Distrito de Chukha,Distretto di Chukha,Chukha
,,5,27.066667,89.883333,ダガナ県,Dagana District,Dagana,Dagana,Distrito de Dagana,Distretto di Dagana,Dagana
,,6,27.903889,89.7275,ガサ県,Gasa District,Gasa,Gasa,Distrito de Gasa,Distretto di Gasa,Gasa
,,7,27.366667,89.283333,ハ県,Haa District,Haa,Haa,Distrito de Haa,Distretto di Haa,Haa
,,8,27.65,91.15,ルンツェ県,Lhuntse District,Lhuntse,Lhuntse,Distrito de Lhuntse,Distretto di Lhuntse,Lhuntse
,,9,27.275,91.24,モンガル県,Mongar,Mongar,Mongar,Distrito de Mongar,Distretto di Mongar,Mongar
,,10,27.433333,89.416667,パロ県,Paro,Paro,Paro,Distrito de Paro,Distretto di Paro,Paro
,,11,27.033333,91.45,ペマガツェル県,Pemagatshel District,Pemagatshel,Pemagatshel,Distrito de Pemagatshel,Distretto di Pemagatshel,Pemagatshel
,,12,27.616667,89.866667,プナカ県,Punakha District,Punakha,Punakha,Distrito de Punakha,Distretto di Punakha,Punakha
,,13,26.916667,91.616667,サムドゥプ・ジョンカル県,Samdrup Jongkhar District,Samdrup Jongkhar,Samdrup Jongkhar,Distrito de Samdrup Jongkhar,Distretto di Samdrup Jongkhar,Samdrup Jongkhar
,,14,27.033333,89.083333,サムツェ県,Samtse District,Samtse,Samtse,Distrito de Samtse,Distretto di Samtse,Samtse
,,15,27.033333,90.416667,サルパン県,Sarpang District,Sarpang,Sarpang,Distrito de Sarpang,Distretto di Sarpang,Sarpang
,,16,27.332556,91.55275,タシガン県,Trashigang District,Trashigang,Trashigang,Distrito de Trashigang,Distretto di Trashigang,Trashigang
,,17,27.583333,91.466667,タシ・ヤンツェ県,Trashiyangtse District,Trashiyangtse,Trashiyangtse,Distrito de Trashiyangste,Distretto di Trashiyangtse,Trashiyangste
,,18,27.516667,90.5,トンサ県,Trongsa District,Trongsa,Trongsa,Distrito de Trongsa,Distretto di Trongsa,Trongsa
,,19,27.016667,90.1,チラン県,Tsirang District,Tsirang,Tsirang,Distrito de Tsirang,Distretto di Tsirang,Tsirang
,,20,27.483333,89.9,ワンデュ・ポダン県,Wangdue Phodrang District,Wangdue Phodrang,Wangdue Phodrang,Distrito de Wangdue Phodrang,Distretto di Wangdue Phodrang,Wangdue Phodrang
,,21,27.233333,90.65,シェムガン県,Zhemgang District,Zhemgang,Zhemgang,Distrito de Zhemgang,Distretto di Zhemgang,Zhemgang
139,Brunei,1,0,0,ブルネイ,Brunei,Brunei,Brunei,Brunéi,Brunei,Brunei
,,2,4.890278,114.942222,ブルネイ・ムアラ地区,Brunei-Muara District,Brunei-Muara,Brunei-Muara,Distrito de Brunéi y Muara,Distretto di Brunei-Muara,Brunei en Muara
,,3,4.582835,114.191783,ブライト地区,Belait District,Belait,Belait,Distrito de Belait,Distretto di Belait,Belait
,,4,4.708333,115.073611,テンブロン地区,Temburong District,Temburong,Temburong,Distrito de Temburong,Distretto di Temburong,Temburong
,,5,4.806667,114.659167,ツトン地区,Tutong District,Tutong,Tutong,Distrito de Tutong,Distretto di Tutong,Tutong
140,Maldives,1,0,0,モルディブ,Maldives,Malediven,Maldives,Maldivas,Maldive,Maldiven
,,2,4.175278,73.508889,北中部,North Central,Medhu-Uthuru,Medhu-Uthuru,Medhu-Uthuru,Medhu-Uthuru,Medhu-Uthuru
,,3,2.6711,72.89345,中部,Central,Medhu,Medhu,Medhu,Medhu,Medhu
,,4,5.444372,73.365711,北部,North,Uthuru,Uthuru,Uthuru,Uthuru,Uthuru
,,5,1.915278,73.543056,中南部,South Central,Medhu-Dhekunu,Medhu-Dhekunu,Medhu-Dhekunu,Medhu-Dhekunu,Medhu-Dhekunu
,,6,-0.609429,73.089931,南部,South,Dhekunu,Dhekunu,Dhekunu,Dhekunu,Dhekunu
,,7,6.622511,73.07025,上北部,Upper North,Mathi-Uthuru,Mathi-Uthuru,Mathi-Uthuru,Mathi-Uthuru,Mathi-Uthuru
,,8,0.530231,72.996511,上南部,Upper South,Mathi-Dhekunu,Mathi-Dhekunu,Mathi-Dhekunu,Mathi-Dhekunu,Mathi-Dhekunu
141,Sri Lanka,1,0,0,スリランカ,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka
,,2,6.934444,79.842778,西部州,Western Province,Westprovinz,Province de l'Ouest,Provincia Occidental,Provincia Occidentale,Westelijke Provincie
,,3,7.296389,80.635,中部州,Central Province,Zentralprovinz,Province du Centre,Provincia Central,Provincia Centrale,Centrale Provincie
,,4,8.566667,81.233333,東部州,Eastern Province,Ostprovinz,Province de l'Est,Provincia Oriental,Provincia Orientale,Oostelijke Provincie
,,5,8.35,80.385278,北中部州,North Central Province,Nord-Zentralprovinz,Province du Centre-Nord,Provincia Central del Norte,Provincia Centro-Settentrionale,Noordelijke Centrale Provincie
,,6,9.664722,80.016667,北部州,Northern Province,Nordprovinz,Province du Nord,Provincia Norte,Provincia Settentrionale,Noordelijke Provincie
,,7,7.483333,80.366667,北西部州,North Western Province,Nordwestprovinz,Province du Nord-Ouest,Provincia Noroeste,Provincia Nord-Occidentale,Noordwestelijke Provincie
,,8,6.680556,80.402222,サバラガムワ州,Sabaragamuwa Province,Sabaragamuwa,Province de Sabaragamuwa,Provincia de Sabaragamuwa,Sabaragamuwa,Sabaragamuwa
,,9,6.053611,80.211667,南部州,Southern Province,Südprovinz,Province du Sud,Provincia Sur,Provincia Meridionale,Zuidelijke Provincie
,,10,6.984722,81.056389,ウバ州,Uva Province,Uva,Province d'Uva,Provincia de Uva,Uva,Uva
142,Timor-Leste,1,0,0,東ティモール,Timor-Leste,Osttimor,Timor oriental,Timor Oriental,Timor Est,Oost-Timor
,,2,-8.566667,125.566667,ディリ県,Dili Municipality,Dili,Dili,Distrito de Dili,Distretto di Dili,Dili
,,3,-8.716667,125.566667,アイレウ県,Aileu Municipality,Aileu,Aileu,Distrito de Aileu,Distretto di Aileu,Aileu
,,4,-8.996944,125.505,アイナロ県,Ainaro Municipality,Ainaro,Ainaro,Distrito de Ainaro,Distretto di Ainaro,Ainaro
,,5,-8.462778,126.453611,バウカウ県,Baucau Municipality,Baucau,Baucau,Distrito de Baucau,Distretto di Baucau,Baucau
,,6,-8.991667,125.219722,ボボナロ県,Bobonaro Municipality,Bobonaro,Bobonaro,Distrito de Bobonaro,Distretto di Bobonaro,Bobonaro
,,7,-9.3125,125.255556,コヴァ・リマ県,Cova Lima Municipality,Cova Lima,Covalima,Distrito de Cova-Lima,Distretto di Cova Lima,Cova Lima
,,8,-8.723889,125.436111,エルメラ県,Ermera Municipality,Ermera,Ermera,Distrito de Ermera,Distretto di Ermera,Ermera
,,9,-8.522222,126.9975,ラウテン県,Lautém Municipality,Lautém,Lautém,Distrito de Lautem,Distretto di Lautém,Lautém
,,10,-8.583333,125.35,リキシャ県,Liquiçá Municipality,Liquiçá,Liquiçá,Distrito de Liquiçá,Distretto di Liquiçá,Liquiçá
,,11,-8.512222,126.015833,マナトゥト県,Manatuto Municipality,Manatuto,Manatuto,Distrito de Manatuto,Distretto di Manatuto,Manatuto
,,12,-9.003333,125.646944,マヌファヒ県,Manufahi Municipality,Manufahi,Manufahi,Distrito de Manufahi,Distretto di Manufahi,Manufahi
,,13,-9.2,124.383333,オエクシ県,Oecusse,Oe-Cusse Ambeno,Oecusse,Distrito de Oecusse,Distretto di Oecusse,Oe-Cusse Ambeno
,,14,-8.8575,126.364722,ビケケ県,Viqueque Municipality,Viqueque,Viqueque,Distrito de Viqueque,Distretto di Viqueque,Viqueque
143,British Indian Ocean Territory,1,-7.291,72.386,イギリス領インド洋地域,British Indian Ocean Territory,Britisches Territorium im Indischen Ozean,Territoire britannique de l'océan Indien,Territorio Británico del Océano Índico,Territorio britannico dell'Oceano Indiano,Brits Indische Oceaanterritorium
144,Hong Kong,1,22.46666667,114.3,ホンコン,Hong Kong,Hongkong,Hong Kong,Hong Kong,Hong Kong,Hongkong
145,Macao,1,22.21666667,113.6,マカオ,Macao,Macau,Macao,Macao,Macao,Macau
146,Cook Islands,1,0,0,クック諸島,Cook Islands,Cookinseln,Îles Cook,Islas Cook,Isole Cook,Cookeilanden
,,2,-21.206944,-159.770833,南クック諸島,Southern,Südliche,Îles Cook du Sud,Islas Cook del Sur,Isole Cook meridionali,Zuidelijke Cookeilanden
,,3,-10.883333,-165.85,北クック諸島,Northern,Nördliche,Îles Cook du Nord,Islas Cook del Norte,Isole Cook settentrionali,Noordelijke Cookeilanden
147,Niue,1,-19.054,-169.92,ニウエ,Niue,Niue,Niue,Niue,Niue,Niue
148,Norfolk Island,1,-29.05,167.966667,ノーフォーク島,Norfolk Island,Norfolkinsel,Île Norfolk,Isla Norfolk,Isola Norfolk,Norfolk
149,Northern Mariana Islands,1,0,0,北マリアナ諸島,Northern Mariana Islands,Nördliche Marianen,Îles Mariannes du Nord,Islas Marianas del Norte,Isole Marianne Settentrionali,Noordelijke Marianen
,,2,15.206111,145.718056,サイパン島,Saipan,Saipan,Saipan,Saipán,Saipan,Saipan
,,3,18.116667,145.766667,北部諸島市,Northern Islands Municipality,Nördliche Inseln,Îles du Nord,Municipio de las Islas del Norte,Municipalità Isole Settentrionali,Northern Islands Municipality
,,4,14.9711,145.6259,テニアン島,Tinian,Tinian,Tinian,Tinián,Tinian,Tinian
,,5,14.1656,145.2308,ロタ島,Rota,Rota,Rota,Rota,Rota,Rota
150,American Samoa,1,0,0,アメリカ領サモア,American Samoa,Amerikanisch-Samoa,Samoa américaines,Samoa Americana,Samoa Americane,Amerikaans-Samoa
,,2,-14.279444,-170.700556,東地区,Eastern District,Eastern District,District oriental,Distrito Oriental,Distretto Orientale,Oostelijk District
,,3,-14.23,-169.516,マヌア地区,Manu'a District,Manuainseln,District de Manu'a,Distrito de Manu'a,Distretto Manu'a,Manu'a
,,4,-14.546667,-168.151944,ローズ環礁,Rose Atoll,Rose-Atoll,Atoll Rose,Atolón Rose,Atollo Rose,Rose Atoll
,,5,-11.055,-171.088,スウェインズ島,Swains Island,Swains Island,Swains,Isla Swains,Isola Swains,Swains
,,6,-14.335833,-170.72,西地区,Western District,Western District,District occidental,Distrito Occidental,Distretto Occidentale,Westelijk District
151,Guam,1,13.479167,144.75,グアム,Guam,Guam,Guam,Guam,Guam,Guam
152,Indonesia,1,0,0,インドネシア,Indonesia,Indonesien,Indonésie,Indonesia,Indonesia,Indonesië
,,2,-6.1744444,106.8294444,ジャカルタ・ラヤ,Jakarta Raya,Jakarta,Jakarta,Jakarta Raya,Giakarta,Jakarta
,,3,5.5616667,95.3258333,アチェ特別自治区,Aceh,Aceh,Aceh,Aceh,Aceh,Aceh
,,4,-8.65,115.2166667,バリ州,Bali,Bali,Bali,Bali,Bali,Bali
,,5,-3.8,102.2666667,ベンクル州,Bengkulu,Bengkulu,Bengkulu,Bengkulu,Bengkulu,Bengkulu
,,6,-1.6,103.6166667,ジャンビ州,Jambi,Jambi,Jambi,Jambi,Jambi,Jambi
,,7,-6.9666667,110.4166667,中ジャワ州,Central Java,Zentraljava,Java Centre,Java Central,Giava Centrale,Centraal-Java
,,8,-7.2491667,112.7508333,ジャワティモール州,East Java,Ostjava,Java Est,Java Oriental,Giava Orientale,Oost-Java
,,9,-2.5333333,140.7,パプア州,Papua,Papua,Papua,Papua,Papua,Papoea
,,10,-7.7827778,110.3608333,ジョクジャカルタ特別自治区,Yogyakarta,Yogyakarta,Yogyakarta,Yogyakarta,Yogyakarta,Jogjakarta
,,11,-0.0333333,109.3333333,西カリマンタン州,West Kalimantan,Westkalimantan,Kalimantan Ouest,Kalimantan Occidental,Kalimantan Occidentale,West-Kalimantan
,,12,-3.3333333,114.5833333,南カリマンタン州,South Kalimantan,Südkalimantan,Kalimantan Sud,Kalimantan Meridional,Kalimantan Meridionale,Zuid-Kalimantan
,,13,-2.29,113.9224,中部カリマンタン州,Kalimantan Tengah,Zentralkalimantan,Kalimantan Centre,Kalimantan Central,Kalimantan Centrale,Centraal-Kalimantan
,,14,-0.5,117.15,東カリマンタン州,Kalimantan Timur,Ostkalimantan,Kalimantan Est,Kalimantan Oriental,Kalimantan Orientale,Oost-Kalimantan
,,15,-5.45,105.2666667,ランプン州,Lampung,Lampung,Lampung,Lampung,Lampung,Lampung
,,16,-8.5833333,116.1166667,西ヌサトゥンガラ州,Nusa Tenggara Barat,West-Nusa Tenggara,Nusa Tenggara Ouest,Nusa Tenggara Occidental,Nusa Tenggara Barat,West-Nusa Tenggara
,,17,-10.1666667,123.5833333,東ヌサトゥンガラ州,East Nusa Tenggara,Ost-Nusa Tenggara,Nusa Tenggara Est,Nusa Tenggara Oriental,Nusa Tenggara Timur,Oost-Nusa Tenggara
,,18,0.5333333,101.45,リアウ州,Riau,Riau,Riau,Riau,Riau,Riau
,,19,-5.1463889,119.4386111,南スラウェシ州,Sulawesi Selatan,Südzulawesi,Sulawesi Sud,Sulawesi Meridional,Sulawesi Selatan,Zuid-Celebes
,,20,-0.9016667,119.8597222,中部スラウェシ州,Sulawesi Tengah,Zentralcelebes,Sulawesi Centre,Sulawesi Central,Sulawesi Tengah,Centraal-Celebes
,,21,-3.866666667,121.8166667,東南スラウェシ州,Sulawesi Tenggara,Südostcelebes,Sulawesi Sud-Est,Sulawesi Suroriental,Sulawesi Tenggara,Zuidoost-Celebes
,,22,-0.95,100.35,西スマトラ州,West Sumatra,Westsumatra,Sumatera Ouest,Sumatra Occidental,Sumatera Barat,West-Celebes
,,23,3.5833333,98.6666667,北スマトラ州,North Sumatra,Nordsumatra,Sumatera Nord,Sumatra Norte,Sumatera Utara,Noord-Celebes
,,24,-3.2,129.4333333,マルク州,Maluku,Maluku,Moluques,Molucas,Maluku,Molukken
,,25,-3.7166667,128.2,北マルク州,Maluku Utara,Maluku Utara,Moluques du Nord,Molucas del Norte,Maluku Utara,Noord-Molukken
,,26,-6.9127778,107.6205556,西ジャワ州,Jawa Barat,Westjava,Java Ouest,Java Occidental,Jawa Barat,West-Java
,,27,1.5016667,124.8441667,北スラウェシ州,Sulawesi Utara,Nordcelebes,Sulawesi Nord,Sulawesi del Norte,Sulawesi Utara,Noord-Celebes
,,28,-3.3,102.8666667,南スマトラ州,Sumatera Selatan,Südsumatra,Sumatera Sud,Sumatra del Sur,Sumatera Selatan,Zuid-Sumatra
,,29,-6.0166667,105.95,バンテン州,Banten,Banten,Banten,Banten,Banten,Bantam
,,30,0.55,123.05,ゴロンタロ,Gorontalo,Gorontalo,Gorontalo,Gorontalo,Gorontalo,Gorontalo
,,31,-2.25,105.9833333,バンカ・ブリトゥン州,Kepulauan Bangka Belitung,Bangka-Belitung,Bangka Belitung,Bangka-Belitung,Kepulauan Bangka Belitung,Bangka Belitung
,,32,-2.091421148,133.1413494,西イリアン・ジャヤ州,Irian Jaya Barat,West-Irian Jaya,Irian Jaya Occidental,Irian Jaya Occidental,Irian Jaya Barat,Irian Jaya Barat
,,33,0.533333333,103.75,リアウ諸島州,Kepulauan Riau,Riau-Inseln,Archipel de Riau,Archipiélago de Riau,Kepulauan Riau,Riouwarchipel
,,34,-2.516666667,119.4,西スラウェシ州,Sulawesi Barat,Westcelebes,Sulawesi Ouest,Sulawesi Occidental,Sulawesi Barat,West-Celebes
153,Singapore,1,1.2930556,103.8558333,シンガポール,Singapore,Singapur,Singapour,Singapur,Singapore,Singapore
154,Thailand,1,0,0,タイ,Thailand,Thailand,Thaïlande,Tailandia,Thailandia,Thailand
,,2,13.75,100.5166667,バンコク,Krung Thep Mahanakhon,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok
,,3,18.73333333,98.01666667,メーホンソン県,Mae Hong Son,Mae Hong Son,Mae Hong Son,Mae Hong Son,Mae Hong Son,Mae Hong Son
,,4,18.7902778,98.9816667,チェンマイ県,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai
,,5,19.81666667,99.86666667,チェンライ県,Chiang Rai,Chiang Rai,Chiang Rai,Chiang Rai,Chiang Rai,Chiang Rai
,,6,18.83333333,100.85,ナン県,Nan,Nan,Nan,Nan,Nan,Nan
,,7,18.1,98.95,ランプーン県,Lamphun,Lamphun,Lamphun,Lamphun,Lamphun,Lamphun
,,8,18.2983333,99.5072222,ランパン県,Lampang,Lampang,Lampang,Lampang,Lampang,Lampang
,,9,18.18813997,100.1050735,プラエ県,Phrae,Phrae,Phrae,Phrae,Phrae,Phrae
,,10,16.73462761,98.80241166,ターク県,Tak,Tak,Tak,Tak,Tak,Tak
,,11,17.23442591,99.71826912,スコータイ県,Sukhothai,Sukhothai,Sukhothai,Sukhothai,Sukhothai,Sukhothai
,,12,17.73333333,100.5166667,ウタラディット県,Uttaradit,Uttaradit,Uttaradit,Uttaradit,Uttaradit,Uttaradit
,,13,16.31666667,99.5,カムペーンペット県,Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet
,,14,16.8333333,100.25,ピッサヌローク県,Phitsanulok,Phitsanulok,Phitsanulok,Phitsanulok,Phitsanulok,Phitsanulok
,,15,16.21666667,100.35,ピチト県,Phichit,Phichit,Phichit,Phichit,Phichit,Phichit
,,16,16.75,101.1333333,ペチャブーン県,Phetchabun,Phetchabun,Phetchabun,Phetchabun,Phetchabun,Phetchabun
,,17,15.31666667,99.45,ウタイ・タニー県,Uthai Thani,Uthai Thani,Uthai Thani,Uthai Thani,Uthai Thani,Uthai Thani
,,18,15.66666667,100.1166667,ナコーン・サワン県,Nakhon Sawan,Nakhon Sawan,Nakhon Sawan,Nakhon Sawan,Nakhon Sawan,Nakhon Sawan
,,19,17.16666667,102.3166667,ノン・カイ県,Nong Khai,Nong Khai,Nong Khai,Nong Khai,Nong Khai,Nong Khai
,,20,17.38333333,101.6166667,ルーイ県,Loei,Loei,Loei,Loei,Loei,Loei
,,21,17.36666667,103.8,サコン・ナコーン県,Sakon Nakhon,Sakon Nakhon,Sakon Nakhon,Sakon Nakhon,Sakon Nakhon,Sakhon Nakhon
,,22,16.4333333,102.8333333,コン・ケン県,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen
,,23,16.6,103.6166667,カーラシン県,Kalasin,Kalasin,Kalasin,Kalasin,Kalasin,Kalasin
,,24,15.96666667,103.1666667,マハー・サラカム県,Maha Sarakham,Maha Sarakham,Maha Sarakham,Maha Sarakham,Maha Sarakham,Maha Sarakham
,,25,15.9,103.8166667,ロイ・エト県,Roi Et,Roi Et,Roi Et,Roi Et,Roi Et,Roi Et
,,26,16,101.7666667,チャイヤプーン県,Chaiyaphum,Chaiyaphum,Chaiyaphum,Chaiyaphum,Chaiyaphum,Chaiyaphum
,,27,14.9666667,102.1166667,ナコーン・ラッチャシマ県,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima
,,28,14.8,102.95,ブーリラム県,Buriram,Buri Ram,Buri Ram,Buriram,Buriram,Buriram
,,29,14.86666667,103.6666667,スリン県,Surin,Surin,Surin,Surin,Surin,Surin
,,30,14.83333333,104.3833333,シーサケート県,Sisaket,Si Sa Ket,Si Sa Ket,Sisaket,Sisaket,Sisaket
,,31,6.15,101.7,ナラーティワート県,Narathiwat,Narathiwat,Narathiwat,Narathiwat,Narathiwat,Narathiwat
